Operations_ID,Location_ID,Date,Equipment_ID,Equipment_Name,Equipment_Type,Usage_Count,Usage_Time_Minutes,Utilization_Rate
"OP-LOC001-20200909","LOC001","2020-09-09","EQ010","Sterilization Unit","Sterilization",15,450,"0.83"
"OP-LOC001-20200909","LOC001","2020-09-09","EQ011","Dental Laser","Treatment",4,100,"0.19"
"OP-LOC001-20200909","LOC001","2020-09-09","EQ012","Intraoral Scanner","Imaging",6,120,"0.22"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ001","Digital X-Ray Machine","Imaging",16,240,"0.40"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ002","Panoramic X-Ray","Imaging",6,120,"0.20"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ004","Dental Chair 1","Treatment",11,495,"0.82"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ005","Dental Chair 2","Treatment",10,450,"0.75"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ006","Dental Chair 3","Treatment",11,495,"0.82"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ007","Dental Chair 4","Treatment",10,450,"0.75"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ010","Sterilization Unit","Sterilization",18,540,"0.90"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ011","Dental Laser","Treatment",5,125,"0.21"
"OP-LOC002-20200909","LOC002","2020-09-09","EQ012","Intraoral Scanner","Imaging",6,120,"0.20"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ001","Digital X-Ray Machine","Imaging",13,195,"0.41"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ004","Dental Chair 1","Treatment",8,360,"0.75"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ005","Dental Chair 2","Treatment",8,360,"0.75"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ010","Sterilization Unit","Sterilization",16,480,"0.95"
"OP-LOC003-20200909","LOC003","2020-09-09","EQ012","Intraoral Scanner","Imaging",5,100,"0.21"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.39"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ002","Panoramic X-Ray","Imaging",5,100,"0.19"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ004","Dental Chair 1","Treatment",11,495,"0.92"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ005","Dental Chair 2","Treatment",11,495,"0.92"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ006","Dental Chair 3","Treatment",11,495,"0.92"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ007","Dental Chair 4","Treatment",10,450,"0.83"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ008","Dental Chair 5","Treatment",8,360,"0.67"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ010","Sterilization Unit","Sterilization",16,480,"0.89"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ011","Dental Laser","Treatment",3,75,"0.14"
"OP-LOC001-20200910","LOC001","2020-09-10","EQ012","Intraoral Scanner","Imaging",6,120,"0.22"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.35"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ002","Panoramic X-Ray","Imaging",8,160,"0.27"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ004","Dental Chair 1","Treatment",10,450,"0.75"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ005","Dental Chair 2","Treatment",9,405,"0.68"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ006","Dental Chair 3","Treatment",9,405,"0.68"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ007","Dental Chair 4","Treatment",10,450,"0.75"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ010","Sterilization Unit","Sterilization",17,510,"0.85"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200910","LOC002","2020-09-10","EQ012","Intraoral Scanner","Imaging",6,120,"0.20"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.38"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ004","Dental Chair 1","Treatment",10,450,"0.94"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ005","Dental Chair 2","Treatment",9,405,"0.84"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ010","Sterilization Unit","Sterilization",17,510,"0.95"
"OP-LOC003-20200910","LOC003","2020-09-10","EQ012","Intraoral Scanner","Imaging",5,100,"0.21"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.31"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ002","Panoramic X-Ray","Imaging",5,100,"0.19"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ003","CBCT Scanner","Imaging",2,60,"0.11"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ004","Dental Chair 1","Treatment",8,360,"0.67"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ005","Dental Chair 2","Treatment",8,360,"0.67"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ006","Dental Chair 3","Treatment",7,315,"0.58"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ007","Dental Chair 4","Treatment",7,315,"0.58"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ008","Dental Chair 5","Treatment",6,270,"0.50"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ010","Sterilization Unit","Sterilization",12,360,"0.67"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ011","Dental Laser","Treatment",2,50,"0.09"
"OP-LOC001-20200911","LOC001","2020-09-11","EQ012","Intraoral Scanner","Imaging",4,80,"0.15"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.23"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ002","Panoramic X-Ray","Imaging",5,100,"0.17"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ004","Dental Chair 1","Treatment",7,315,"0.53"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ005","Dental Chair 2","Treatment",10,450,"0.75"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ006","Dental Chair 3","Treatment",7,315,"0.53"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ007","Dental Chair 4","Treatment",8,360,"0.60"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ010","Sterilization Unit","Sterilization",11,330,"0.55"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ011","Dental Laser","Treatment",3,75,"0.13"
"OP-LOC002-20200911","LOC002","2020-09-11","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.31"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ004","Dental Chair 1","Treatment",8,360,"0.75"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ005","Dental Chair 2","Treatment",9,405,"0.84"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ006","Dental Chair 3","Treatment",6,270,"0.56"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ010","Sterilization Unit","Sterilization",11,330,"0.69"
"OP-LOC003-20200911","LOC003","2020-09-11","EQ012","Intraoral Scanner","Imaging",4,80,"0.17"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ001","Digital X-Ray Machine","Imaging",3,45,"0.17"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ002","Panoramic X-Ray","Imaging",2,40,"0.15"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ003","CBCT Scanner","Imaging",1,30,"0.11"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ004","Dental Chair 1","Treatment",2,90,"0.33"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ005","Dental Chair 2","Treatment",2,90,"0.33"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ006","Dental Chair 3","Treatment",2,90,"0.33"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ007","Dental Chair 4","Treatment",3,135,"0.50"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ008","Dental Chair 5","Treatment",2,90,"0.33"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ009","CAD/CAM System","Restoration",0,0,"0.00"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ010","Sterilization Unit","Sterilization",4,120,"0.44"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ011","Dental Laser","Treatment",1,25,"0.09"
"OP-LOC001-20200912","LOC001","2020-09-12","EQ012","Intraoral Scanner","Imaging",1,20,"0.07"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ001","Digital X-Ray Machine","Imaging",2,30,"0.10"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ002","Panoramic X-Ray","Imaging",1,20,"0.07"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ004","Dental Chair 1","Treatment",2,90,"0.30"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ005","Dental Chair 2","Treatment",2,90,"0.30"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ006","Dental Chair 3","Treatment",2,90,"0.30"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ007","Dental Chair 4","Treatment",2,90,"0.30"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ010","Sterilization Unit","Sterilization",3,90,"0.30"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ011","Dental Laser","Treatment",1,25,"0.08"
"OP-LOC002-20200912","LOC002","2020-09-12","EQ012","Intraoral Scanner","Imaging",1,20,"0.07"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ001","Digital X-Ray Machine","Imaging",4,60,"0.25"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ004","Dental Chair 1","Treatment",2,90,"0.38"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ005","Dental Chair 2","Treatment",3,135,"0.56"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ006","Dental Chair 3","Treatment",3,135,"0.56"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ010","Sterilization Unit","Sterilization",3,90,"0.38"
"OP-LOC003-20200912","LOC003","2020-09-12","EQ012","Intraoral Scanner","Imaging",1,20,"0.08"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.33"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ002","Panoramic X-Ray","Imaging",6,120,"0.22"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ004","Dental Chair 1","Treatment",10,450,"0.83"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ005","Dental Chair 2","Treatment",11,495,"0.92"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ006","Dental Chair 3","Treatment",12,540,"0.95"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ007","Dental Chair 4","Treatment",9,405,"0.75"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ008","Dental Chair 5","Treatment",10,450,"0.83"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ010","Sterilization Unit","Sterilization",16,480,"0.89"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ011","Dental Laser","Treatment",3,75,"0.14"
"OP-LOC001-20200914","LOC001","2020-09-14","EQ012","Intraoral Scanner","Imaging",5,100,"0.19"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.35"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ002","Panoramic X-Ray","Imaging",6,120,"0.20"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ004","Dental Chair 1","Treatment",12,540,"0.90"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ005","Dental Chair 2","Treatment",12,540,"0.90"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ006","Dental Chair 3","Treatment",11,495,"0.82"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ007","Dental Chair 4","Treatment",11,495,"0.82"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ010","Sterilization Unit","Sterilization",15,450,"0.75"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ011","Dental Laser","Treatment",3,75,"0.13"
"OP-LOC002-20200914","LOC002","2020-09-14","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.44"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ004","Dental Chair 1","Treatment",12,540,"0.95"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ005","Dental Chair 2","Treatment",10,450,"0.94"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ006","Dental Chair 3","Treatment",12,540,"0.95"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ010","Sterilization Unit","Sterilization",13,390,"0.81"
"OP-LOC003-20200914","LOC003","2020-09-14","EQ012","Intraoral Scanner","Imaging",6,120,"0.25"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ001","Digital X-Ray Machine","Imaging",13,195,"0.36"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ002","Panoramic X-Ray","Imaging",6,120,"0.22"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ004","Dental Chair 1","Treatment",12,540,"0.95"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ005","Dental Chair 2","Treatment",13,585,"0.95"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ006","Dental Chair 3","Treatment",12,540,"0.95"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ007","Dental Chair 4","Treatment",10,450,"0.83"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ008","Dental Chair 5","Treatment",9,405,"0.75"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ010","Sterilization Unit","Sterilization",20,600,"0.95"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ011","Dental Laser","Treatment",4,100,"0.19"
"OP-LOC001-20200915","LOC001","2020-09-15","EQ012","Intraoral Scanner","Imaging",7,140,"0.26"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.28"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ002","Panoramic X-Ray","Imaging",7,140,"0.23"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ004","Dental Chair 1","Treatment",9,405,"0.68"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ005","Dental Chair 2","Treatment",10,450,"0.75"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ006","Dental Chair 3","Treatment",11,495,"0.82"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ007","Dental Chair 4","Treatment",9,405,"0.68"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ010","Sterilization Unit","Sterilization",14,420,"0.70"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200915","LOC002","2020-09-15","EQ012","Intraoral Scanner","Imaging",4,80,"0.13"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.44"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ004","Dental Chair 1","Treatment",12,540,"0.95"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ005","Dental Chair 2","Treatment",13,585,"0.95"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ006","Dental Chair 3","Treatment",12,540,"0.95"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ010","Sterilization Unit","Sterilization",17,510,"0.95"
"OP-LOC003-20200915","LOC003","2020-09-15","EQ012","Intraoral Scanner","Imaging",7,140,"0.29"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ001","Digital X-Ray Machine","Imaging",15,225,"0.42"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ002","Panoramic X-Ray","Imaging",7,140,"0.26"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ003","CBCT Scanner","Imaging",4,120,"0.22"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ004","Dental Chair 1","Treatment",11,495,"0.92"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ005","Dental Chair 2","Treatment",11,495,"0.92"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ006","Dental Chair 3","Treatment",14,630,"0.95"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ007","Dental Chair 4","Treatment",12,540,"0.95"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ008","Dental Chair 5","Treatment",13,585,"0.95"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ010","Sterilization Unit","Sterilization",16,480,"0.89"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ011","Dental Laser","Treatment",5,125,"0.23"
"OP-LOC001-20200916","LOC001","2020-09-16","EQ012","Intraoral Scanner","Imaging",6,120,"0.22"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.25"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ002","Panoramic X-Ray","Imaging",6,120,"0.20"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ004","Dental Chair 1","Treatment",9,405,"0.68"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ005","Dental Chair 2","Treatment",11,495,"0.82"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ006","Dental Chair 3","Treatment",13,585,"0.95"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ007","Dental Chair 4","Treatment",9,405,"0.68"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ010","Sterilization Unit","Sterilization",18,540,"0.90"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ011","Dental Laser","Treatment",4,100,"0.17"
"OP-LOC002-20200916","LOC002","2020-09-16","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.34"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ004","Dental Chair 1","Treatment",11,495,"0.95"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ005","Dental Chair 2","Treatment",13,585,"0.95"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ006","Dental Chair 3","Treatment",10,450,"0.94"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ010","Sterilization Unit","Sterilization",19,570,"0.95"
"OP-LOC003-20200916","LOC003","2020-09-16","EQ012","Intraoral Scanner","Imaging",6,120,"0.25"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.33"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ002","Panoramic X-Ray","Imaging",7,140,"0.26"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ004","Dental Chair 1","Treatment",12,540,"0.95"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ005","Dental Chair 2","Treatment",12,540,"0.95"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ006","Dental Chair 3","Treatment",9,405,"0.75"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ007","Dental Chair 4","Treatment",11,495,"0.92"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ008","Dental Chair 5","Treatment",11,495,"0.92"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ010","Sterilization Unit","Sterilization",12,360,"0.67"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ011","Dental Laser","Treatment",3,75,"0.14"
"OP-LOC001-20200917","LOC001","2020-09-17","EQ012","Intraoral Scanner","Imaging",5,100,"0.19"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ001","Digital X-Ray Machine","Imaging",11,165,"0.28"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ002","Panoramic X-Ray","Imaging",7,140,"0.23"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ004","Dental Chair 1","Treatment",11,495,"0.82"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ005","Dental Chair 2","Treatment",11,495,"0.82"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ006","Dental Chair 3","Treatment",11,495,"0.82"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ007","Dental Chair 4","Treatment",10,450,"0.75"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ010","Sterilization Unit","Sterilization",14,420,"0.70"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ011","Dental Laser","Treatment",5,125,"0.21"
"OP-LOC002-20200917","LOC002","2020-09-17","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ001","Digital X-Ray Machine","Imaging",14,210,"0.44"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ004","Dental Chair 1","Treatment",10,450,"0.94"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ005","Dental Chair 2","Treatment",12,540,"0.95"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ006","Dental Chair 3","Treatment",11,495,"0.95"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ010","Sterilization Unit","Sterilization",17,510,"0.95"
"OP-LOC003-20200917","LOC003","2020-09-17","EQ012","Intraoral Scanner","Imaging",4,80,"0.17"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ001","Digital X-Ray Machine","Imaging",12,180,"0.33"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ002","Panoramic X-Ray","Imaging",5,100,"0.19"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ003","CBCT Scanner","Imaging",3,90,"0.17"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ004","Dental Chair 1","Treatment",9,405,"0.75"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ005","Dental Chair 2","Treatment",8,360,"0.67"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ006","Dental Chair 3","Treatment",8,360,"0.67"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ007","Dental Chair 4","Treatment",8,360,"0.67"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ008","Dental Chair 5","Treatment",8,360,"0.67"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ009","CAD/CAM System","Restoration",2,120,"0.22"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ010","Sterilization Unit","Sterilization",10,300,"0.56"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ011","Dental Laser","Treatment",4,100,"0.19"
"OP-LOC001-20200918","LOC001","2020-09-18","EQ012","Intraoral Scanner","Imaging",4,80,"0.15"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ001","Digital X-Ray Machine","Imaging",9,135,"0.23"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ002","Panoramic X-Ray","Imaging",6,120,"0.20"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ004","Dental Chair 1","Treatment",7,315,"0.53"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ005","Dental Chair 2","Treatment",9,405,"0.68"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ006","Dental Chair 3","Treatment",9,405,"0.68"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ007","Dental Chair 4","Treatment",9,405,"0.68"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ010","Sterilization Unit","Sterilization",15,450,"0.75"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ011","Dental Laser","Treatment",3,75,"0.13"
"OP-LOC002-20200918","LOC002","2020-09-18","EQ012","Intraoral Scanner","Imaging",5,100,"0.17"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ001","Digital X-Ray Machine","Imaging",10,150,"0.31"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ004","Dental Chair 1","Treatment",6,270,"0.56"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ005","Dental Chair 2","Treatment",8,360,"0.75"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ006","Dental Chair 3","Treatment",7,315,"0.66"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ010","Sterilization Unit","Sterilization",14,420,"0.88"
"OP-LOC003-20200918","LOC003","2020-09-18","EQ012","Intraoral Scanner","Imaging",3,60,"0.13"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ001","Digital X-Ray Machine","Imaging",4,60,"0.22"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ002","Panoramic X-Ray","Imaging",1,20,"0.07"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ003","CBCT Scanner","Imaging",1,30,"0.11"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ004","Dental Chair 1","Treatment",3,135,"0.50"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ005","Dental Chair 2","Treatment",3,135,"0.50"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ006","Dental Chair 3","Treatment",2,90,"0.33"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ007","Dental Chair 4","Treatment",3,135,"0.50"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ008","Dental Chair 5","Treatment",3,135,"0.50"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ009","CAD/CAM System","Restoration",1,60,"0.22"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ010","Sterilization Unit","Sterilization",4,120,"0.44"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ011","Dental Laser","Treatment",1,25,"0.09"
"OP-LOC001-20200919","LOC001","2020-09-19","EQ012","Intraoral Scanner","Imaging",2,40,"0.15"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ001","Digital X-Ray Machine","Imaging",3,45,"0.15"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ002","Panoramic X-Ray","Imaging",1,20,"0.07"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ004","Dental Chair 1","Treatment",2,90,"0.30"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ005","Dental Chair 2","Treatment",3,135,"0.45"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ006","Dental Chair 3","Treatment",2,90,"0.30"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ007","Dental Chair 4","Treatment",3,135,"0.45"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ010","Sterilization Unit","Sterilization",4,120,"0.40"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ011","Dental Laser","Treatment",1,25,"0.08"
"OP-LOC002-20200919","LOC002","2020-09-19","EQ012","Intraoral Scanner","Imaging",1,20,"0.07"
