Financial_ID,Location_ID,Location_Name,Date,Year,Month,Period,Total_Revenue,Revenue_Diagnostic,Revenue_Preventive,Revenue_Restorative,Revenue_Endodontic,Revenue_Periodontic,Revenue_Prosthodontic,Revenue_Oral_Surgery,Revenue_Orthodontic,Revenue_Implant,Revenue_Adjunctive,Total_Expenses,Labor_Clinical,Labor_Administrative,Supplies_Clinical,Supplies_Office,Rent_Lease,Utilities,Equipment_Costs,Marketing,Insurance,Professional_Fees,Continuing_Education,Lab_Fees,Software_IT,Travel,Miscellaneous,EBITDA,EBITDA_Margin,Labor_Cost_Percentage,Supply_Cost_Percentage,Total_AR,AR_Current,AR_31_60,AR_61_90,AR_91_Plus,DSO,Total_Claims_Submitted,Claims_Outstanding,Claims_Denied,Avg_Days_To_Payment,Collections_Expected,Collections_Actual,Collection_Rate,Total_Procedures,Completed_Procedures,Cancelled_Procedures,Total_Patient_Visits,New_Patients,Returning_Patients,Patient_Retention_Rate,Revenue_Per_Patient,Chair_Capacity,Total_Chair_Hours,Used_Chair_Hours,Chair_Utilization,Payor_Delta_Dental,Payor_Cigna_Dental,Payor_Aetna,Payor_MetLife,Payor_Guardian,Payor_United_Healthcare,Payor_Self_Pay,Treatment_Plans_Presented,Treatment_Plans_Accepted,Treatment_Plans_Completed,Case_Acceptance_Rate,Treatment_Completion_Rate,Revenue_Per_Square_Foot,Marketing_ROI,Operating_Cash_Flow,Revenue_MoM_Change,Revenue_YoY_Change,EBITDA_MoM_Change,EBITDA_YoY_Change
"FIN-LOC001-202307","LOC001","Downtown Dental","2023-07-01",2023,7,"2023-07",407970,36537,88331,96361,34048,30635,44166,18670,33726,17064,8432,277983,77514,32638,28558,4080,12800,4080,20399,28558,12239,12239,4080,28558,4080,4080,4080,129987,"0.3186","0.2700","0.0800",475965,276060,99953,42837,33318,"35.0",2176,675,65,28,367173,330456,"0.8100",1638,1572,115,1147,287,860,"0.7600","355.68",5,880,642,"0.7300",124876,60583,46489,35443,36927,23698,79954,528,322,280,"0.6098","0.8696","127.49","2.14",52472.70000000001,"0.2185","-0.0518","0.2066","0.0072"
"FIN-LOC001-202308","LOC001","Downtown Dental","2023-08-01",2023,8,"2023-08",350286,38647,61836,96619,27826,25332,34431,15108,25859,18445,6184,240616,70057,31526,28023,3503,12928,3503,14011,10509,10509,7006,3503,31526,7006,3503,3503,109670,"0.3131","0.2900","0.0900",350286,196160,70057,38531,31526,"30.0",1868,598,75,27,315257,302647,"0.8640",1491,1446,45,1044,188,856,"0.7700","335.52",5,880,642,"0.7300",101290,56272,45427,29671,24009,15176,78440,512,410,349,"0.8008","0.8512","109.46","5.00",62031.10399999999,"-0.1414","-0.1810","-0.1563","-0.1472"
"FIN-LOC001-202309","LOC001","Downtown Dental","2023-09-01",2023,9,"2023-09",396413,43399,81468,92317,33196,29313,40734,17512,30760,19415,8299,310109,83247,31713,31713,7928,12800,11892,19821,15857,15857,11892,3964,39641,7928,3964,11892,86304,"0.2177","0.2900","0.1000",436054,257272,87211,39245,26163,"33.0",2114,846,85,33,356772,346069,"0.8730",1709,1658,103,1196,191,1005,"0.7900","331.45",5,880,766,"0.8700",119769,56102,46395,42444,32947,21432,77324,431,323,271,"0.7494","0.8390","123.88","3.75",35959.549,"0.1317","0.2414","-0.2131","-0.1302"
"FIN-LOC001-202310","LOC001","Downtown Dental","2023-10-01",2023,10,"2023-10",349184,34190,67013,90604,30361,23215,38293,16069,25164,17437,6838,236279,62853,24443,17459,3492,12800,6984,17459,20951,6984,10476,3492,34918,3492,3492,6984,112905,"0.3233","0.2500","0.0600",430660,275622,90439,51679,38759,"37.0",1862,745,56,30,314266,298552,"0.8550",1343,1289,54,940,197,743,"0.8100","371.47",5,880,660,"0.7500",106496,50688,40141,32768,28126,16555,74411,291,207,159,"0.7113","0.7681","109.12","2.50",62273.32000000001,"-0.1191","0.0463","0.3082","0.1230"
"FIN-LOC001-202311","LOC001","Downtown Dental","2023-11-01",2023,11,"2023-11",390269,41263,66807,96280,34582,29709,45193,19846,31753,18077,6759,285731,85859,35124,19513,7805,12544,7805,15611,19513,15611,11708,3903,27319,7805,3903,11708,104538,"0.2679","0.3100","0.0700",442305,265383,110576,39807,35384,"34.0",2081,728,83,26,351242,323143,"0.8280",1314,1261,39,920,156,764,"0.7600","424.21",5,880,695,"0.7900",118894,62390,46616,36884,33274,18442,73769,432,341,266,"0.7894","0.7801","121.96","3.00",37411.73200000002,"0.1177","0.0935","-0.0741","-0.0665"
"FIN-LOC001-202312","LOC001","Downtown Dental","2023-12-01",2023,12,"2023-12",324661,28329,74445,71645,28988,22828,30635,17953,25298,18282,6259,252792,71425,29219,25973,6493,12544,9740,12986,16233,12986,9740,3247,29219,3247,3247,6493,71869,"0.2214","0.3100","0.1000",432881,238085,90905,51946,38959,"40.0",1732,572,69,32,292195,260053,"0.8010",1160,1079,70,812,187,625,"0.7800","399.83",5,880,625,"0.7100",102650,50867,38860,28107,24440,14970,64767,244,146,130,"0.5984","0.8904","101.46","3.00",7261.46100000001,"-0.1681","-0.1309","-0.3125","-0.3275"
"FIN-LOC001-202401","LOC001","Downtown Dental","2024-01-01",2024,1,"2024-01",346581,35841,75700,85414,25189,23447,31151,17418,30012,16245,6163,251813,76248,31192,17329,6932,12672,6932,10397,13863,10397,13863,3466,31192,6932,3466,6932,94768,"0.2734","0.3100","0.0700",346581,225278,79714,34658,24261,"30.0",1848,721,55,34,311923,296327,"0.8550",1284,1220,39,899,171,728,"0.8300","385.52",5,880,748,"0.8500",93612,61501,41363,34469,28737,19412,67488,414,261,235,"0.6304","0.9004","108.31","3.75",44513.755000000005,"0.0675","0.1723","0.3186","-0.0188"
"FIN-LOC001-202402","LOC001","Downtown Dental","2024-02-01",2024,2,"2024-02",304809,25503,59408,84761,24723,20163,29404,12752,25923,16052,6121,223245,64010,30481,21337,6096,12928,3048,12192,15240,6096,12192,3048,24385,3048,3048,6096,81564,"0.2676","0.3100","0.0900",406412,235719,93475,36577,36577,"40.0",1626,488,33,26,274328,255125,"0.8370",1398,1314,70,979,206,773,"0.8600","311.35",5,880,722,"0.8200",93792,49964,34712,28050,22907,14025,61359,382,233,172,"0.6099","0.7382","95.25","3.00",31880.13300000006,"-0.1205","-0.0278","-0.1393","0.0021"
"FIN-LOC001-202403","LOC001","Downtown Dental","2024-03-01",2024,3,"2024-03",373501,33378,75558,96282,26702,29270,38513,20540,26702,19440,7116,240891,70965,22410,22410,3735,13056,11205,14940,14940,11205,11205,3735,22410,7470,3735,7470,132610,"0.3550","0.2500","0.0700",448201,255475,107568,44820,40338,"36.0",1992,677,80,29,336151,299174,"0.8010",1275,1199,64,893,214,679,"0.8800","418.25",5,880,766,"0.8700",110126,55619,39156,38933,27884,17242,84541,384,292,254,"0.7604","0.8699","116.72","3.75",58283.301000000036,"0.2254","0.0073","0.6258","0.2950"
"FIN-LOC001-202404","LOC001","Downtown Dental","2024-04-01",2024,4,"2024-04",388759,43704,70916,87614,31005,27418,45765,20203,35293,18347,8493,277414,77752,38876,23326,7775,13056,7775,11663,27213,11663,7775,3888,34988,3888,3888,3888,111345,"0.2864","0.3000","0.0800",427635,243752,98356,47040,25658,"33.0",2073,684,104,34,349883,328890,"0.8460",1751,1663,53,1226,294,932,"0.9000","317.10",5,880,766,"0.8700",115382,59405,40213,33891,33815,20754,85299,392,278,200,"0.7092","0.7194","121.49","2.14",51476.114,"0.0409","-0.0765","-0.1604","-0.1731"
"FIN-LOC001-202405","LOC001","Downtown Dental","2024-05-01",2024,5,"2024-05",403794,36281,94826,93795,34302,30015,37518,18965,31004,17934,9153,283345,80759,32304,32304,4038,12800,8076,20190,16152,12114,12114,4038,24228,12114,4038,8076,120449,"0.2983","0.2800","0.0900",430714,258428,103371,34457,38764,"32.0",2154,732,43,31,363415,348878,"0.8640",1432,1375,100,1002,150,852,"0.8300","402.99",5,880,669,"0.7600",138143,55624,44988,42380,30970,18338,73350,451,334,271,"0.7406","0.8114","126.19","3.75",65533.016,"0.0387","-0.0926","0.0818","-0.1320"
"FIN-LOC001-202406","LOC001","Downtown Dental","2024-06-01",2024,6,"2024-06",370164,32403,70697,104941,27395,23713,36821,16201,29752,20068,8174,264382,77734,25911,25911,3702,12672,7403,14807,25911,11105,7403,3702,29613,7403,3702,7403,105782,"0.2858","0.2800","0.0800",419519,234931,88099,46147,25171,"34.0",1974,730,59,29,333148,326485,"0.8820",1392,1308,42,974,205,769,"0.7500","380.05",5,880,651,"0.7400",121784,49052,43752,39467,29469,17478,69161,380,255,204,"0.6711","0.8000","115.68","2.14",62102.648000000045,"-0.0833","0.1056","-0.1218","-0.0181"
"FIN-LOC001-202407","LOC001","Downtown Dental","2024-07-01",2024,7,"2024-07",408747,44578,78869,92157,37377,31205,41149,23146,30862,20146,9259,294706,73574,36787,32700,4087,12672,8175,16350,28612,16350,8175,4087,32700,8175,4087,8175,114041,"0.2790","0.2700","0.0900",422372,249199,88698,46461,25342,"31.0",2180,850,109,39,367872,342121,"0.8370",1919,1823,115,1343,282,1061,"0.7800","304.35",5,880,713,"0.8100",131289,59677,49174,41376,28963,18699,79569,564,378,325,"0.6702","0.8598","127.73","2.14",47415.239,"0.1042","0.0019","0.0781","-0.1227"
"FIN-LOC001-202408","LOC001","Downtown Dental","2024-08-01",2024,8,"2024-08",439691,51402,80969,103486,35299,31842,48673,19333,39302,20925,8461,329251,92335,35175,26381,8794,12672,13191,21985,21985,8794,8794,4397,43969,13191,4397,13191,110440,"0.2512","0.2900","0.0800",644880,367582,135425,70937,64488,"44.0",2345,750,94,39,395722,364064,"0.8280",2036,1975,122,1425,242,1183,"0.8800","308.56",5,880,766,"0.8700",118427,71812,53922,46615,34268,22258,92390,499,319,249,"0.6393","0.7806","137.40","3.00",34813.148000000045,"0.0757","0.2552","-0.0316","0.0070"
"FIN-LOC001-202409","LOC001","Downtown Dental","2024-09-01",2024,9,"2024-09",376080,34892,76537,100361,33916,22586,34892,19509,26413,20447,6528,253749,82738,30086,22565,7522,13056,7522,11282,11282,7522,7522,3761,33847,7522,3761,3761,122331,"0.3253","0.3000","0.0800",551584,314403,132380,66190,55158,"44.0",2006,642,40,37,338472,335087,"0.8910",1486,1441,89,1040,208,832,"0.8300","361.62",5,880,748,"0.8500",114098,53172,44753,40987,26881,20124,76065,458,362,300,"0.7904","0.8287","117.53","5.00",81338.27999999997,"-0.1447","-0.0513","0.1077","0.4174"
"FIN-LOC001-202410","LOC001","Downtown Dental","2024-10-01",2024,10,"2024-10",355489,40120,65911,90448,28084,24323,36896,15403,30376,16120,7809,261900,71098,24884,24884,3555,13056,10665,14220,17774,10665,10665,3555,31994,10665,3555,10665,93589,"0.2633","0.2700","0.0800",509534,321006,101907,50953,35667,"43.0",1896,739,57,37,319940,294345,"0.8280",1526,1450,122,1068,224,844,"0.8200","332.85",5,880,625,"0.7100",112812,48984,43937,37274,27708,14184,70590,470,296,213,"0.6298","0.7196","111.09","3.00",32444.89200000005,"-0.0548","0.0181","-0.2350","-0.1711"
"FIN-LOC001-202411","LOC001","Downtown Dental","2024-11-01",2024,11,"2024-11",371717,43114,66630,83287,30728,23869,43114,17637,35745,20381,7212,276463,78061,26020,26020,7434,12544,7434,14869,26020,11152,7434,3717,37172,11152,3717,3717,95254,"0.2563","0.2800","0.0900",446060,258715,93673,49067,26764,"36.0",1982,654,40,27,334545,317818,"0.8550",1413,1328,85,989,218,771,"0.8700","375.85",5,880,766,"0.8700",97900,56919,47812,40981,26410,16696,84999,356,231,162,"0.6489","0.7013","116.16","2.14",41355.034999999974,"0.0456","-0.0475","0.0178","-0.0888"
"FIN-LOC001-202412","LOC001","Downtown Dental","2024-12-01",2024,12,"2024-12",365300,36126,66754,92277,29843,29411,34162,20811,29529,17670,8717,239158,65754,32877,18265,3653,12672,3653,10959,21918,7306,10959,3653,25571,7306,3653,10959,126142,"0.3453","0.2700","0.0600",365300,230139,87672,36530,29224,"30.0",1948,721,78,25,328770,322195,"0.8820",1624,1527,97,1137,205,932,"0.8300","321.28",5,880,625,"0.7100",114770,54800,41772,35844,30054,15682,72378,512,348,292,"0.6797","0.8391","114.16","2.50",83036.59999999998,"-0.0173","0.1252","0.3243","0.7552"
"FIN-LOC001-202501","LOC001","Downtown Dental","2025-01-01",2025,1,"2025-01",373027,36471,73701,92127,27049,27657,37610,17666,32520,19565,8662,266714,67145,33572,22382,3730,13056,7461,18651,26112,14921,11191,3730,29842,3730,3730,7461,106313,"0.2850","0.2700","0.0700",509804,310980,107059,45882,25490,"41.0",1989,696,60,26,335724,329010,"0.8820",1629,1580,98,1140,262,878,"0.8800","327.22",5,880,625,"0.7100",116549,56728,45382,39537,24754,16503,73574,353,229,195,"0.6487","0.8515","116.57","2.14",62295.813999999955,"0.0212","0.0763","-0.1572","0.1218"
"FIN-LOC001-202502","LOC001","Downtown Dental","2025-02-01",2025,2,"2025-02",324513,34252,66547,73397,28967,20094,33926,16474,28184,16147,6524,220360,64903,25961,16226,6490,12672,6490,9735,12981,12981,9735,3245,25961,6490,3245,3245,104153,"0.3210","0.2800","0.0700",356964,214178,74962,28557,28557,"33.0",1731,640,52,38,292062,262856,"0.8100",1417,1304,28,992,238,754,"0.8400","327.13",5,880,730,"0.8300",96583,44112,38262,31266,26994,17335,69961,456,287,241,"0.6294","0.8397","101.41","3.75",42495.53000000003,"-0.1301","0.0646","-0.0203","0.2769"
"FIN-LOC001-202503","LOC001","Downtown Dental","2025-03-01",2025,3,"2025-03",398561,43422,82233,95106,35352,26092,35737,18253,35352,18637,8377,267881,71741,27899,23914,3986,12800,3986,15942,23914,11957,11957,3986,31885,11957,3986,7971,130680,"0.3279","0.2500","0.0700",557985,345951,111597,50219,39059,"42.0",2126,680,85,38,358705,344357,"0.8640",1689,1588,101,1182,213,969,"0.7700","337.19",5,880,660,"0.7500",123417,57220,46225,40017,27526,21130,83026,591,355,305,"0.6007","0.8592","124.55","2.50",76475.70400000003,"0.2282","0.0671","0.2547","-0.0146"
"FIN-LOC001-202504","LOC001","Downtown Dental","2025-04-01",2025,4,"2025-04",388499,32467,84119,104227,29220,24535,35050,21030,33057,18447,6346,276980,81585,34965,19425,3885,12800,7770,11655,23310,11655,15540,3885,27195,7770,3885,11655,111519,"0.2871","0.3000","0.0600",388499,229214,81585,34965,19425,"30.0",2072,622,83,27,349649,321677,"0.8280",1653,1587,50,1157,231,926,"0.8300","335.78",5,880,730,"0.8300",130198,49681,43856,33120,29237,17893,84514,567,363,261,"0.6402","0.7190","121.41","2.50",44697.17200000002,"-0.0252","-0.0007","-0.1466","0.0016"
"FIN-LOC002-202001","LOC002","Westside Smile Center","2020-01-01",2020,1,"2020-01",208492,19365,40471,48957,18451,14622,24587,11206,16537,9465,4830,147504,43783,16679,12510,2085,9898,2085,8340,12510,6255,4170,2085,14594,4170,2085,6255,60988,"0.2925","0.2900","0.0700",208492,133435,50038,22934,12510,"30.0",1112,411,22,28,187643,178261,"0.8550",700,672,49,490,98,392,"0.7500","425.49",4,704,570,"0.8100",67173,29757,21213,21802,17284,10410,40854,186,141,121,"0.7581","0.8582","74.46","2.50",30756.660000000003,0,0,0,0
"FIN-LOC002-202002","LOC002","Westside Smile Center","2020-02-01",2020,2,"2020-02",219570,19478,46234,57258,17809,16332,20977,9632,17809,10274,3767,154619,43914,15370,15370,2196,9702,4391,8783,13174,6587,6587,2196,19761,2196,2196,2196,64951,"0.2958","0.2700","0.0800",219570,129546,48305,24153,13174,"30.0",1171,445,35,40,197613,193661,"0.8820",1056,1014,32,739,177,562,"0.8900","297.12",4,704,563,"0.8000",64357,35649,24733,19349,18171,9359,47952,281,171,140,"0.6085","0.8187","78.42","2.50",39041.73999999999,"0.0531",0,"0.0650",0
"FIN-LOC002-202003","LOC002","Westside Smile Center","2020-03-01",2020,3,"2020-03",249267,23993,51151,59983,18984,17534,24521,14765,19195,13974,5168,177005,49853,22434,14956,2493,9996,2493,9971,12463,7478,7478,2493,19941,4985,2493,7478,72262,"0.2899","0.2900","0.0700",373901,220602,82258,33651,33651,"45.0",1329,478,40,37,224340,197419,"0.7920",884,866,27,619,142,477,"0.8600","402.69",4,704,500,"0.7100",73784,33310,28081,27221,20249,12656,53965,254,155,115,"0.6102","0.7419","89.02","3.00",20414.464000000007,"0.1353",0,"0.1126",0
"FIN-LOC002-202004","LOC002","Westside Smile Center","2020-04-01",2020,4,"2020-04",282993,27491,52761,79836,19327,21965,25825,12913,24214,12496,6165,205263,62258,19810,22639,5660,9996,8490,11320,8490,8490,8490,2830,19810,8490,2830,5660,77730,"0.2747","0.2900","0.1000",292426,175456,61409,26318,14621,"31.0",1509,483,45,29,254694,247053,"0.8730",1281,1191,38,897,170,727,"0.7700","315.49",4,704,514,"0.7300",88772,40238,34513,27931,23230,15763,52544,368,272,231,"0.7391","0.8493","101.07","5.00",41789.888999999996,"0.1353",0,"0.0757",0
"FIN-LOC002-202005","LOC002","Westside Smile Center","2020-05-01",2020,5,"2020-05",245490,27752,46518,56826,19030,16651,26695,15198,19665,12555,4599,176539,46643,17184,17184,4910,9604,4910,9820,9820,7365,9820,2455,24549,4910,2455,4910,68951,"0.2809","0.2600","0.0900",310954,183463,74629,27986,27986,"38.0",1309,432,52,29,220941,212103,"0.8640",1131,1063,34,792,135,657,"0.7900","309.96",4,704,627,"0.8900",78003,32098,30373,24160,19880,10815,50161,238,186,145,"0.7815","0.7796","87.67","3.75",35564.359999999986,"-0.1325",0,"-0.1129",0
"FIN-LOC002-202006","LOC002","Westside Smile Center","2020-06-01",2020,6,"2020-06",236975,25824,49140,53277,17049,15619,25573,12410,22263,10655,5165,170750,49765,18958,14219,4740,9604,4740,7109,14219,9479,4740,2370,18958,2370,2370,7109,66225,"0.2795","0.2900","0.0800",292269,172439,64299,29227,23382,"37.0",1264,493,38,35,213278,189817,"0.8010",1128,1094,90,790,150,640,"0.8100","299.97",4,704,577,"0.8200",70706,31708,27116,24298,17300,13364,52483,316,246,214,"0.7785","0.8699","84.63","2.50",19066.975000000006,"-0.0347",0,"-0.0395",0
"FIN-LOC002-202007","LOC002","Westside Smile Center","2020-07-01",2020,7,"2020-07",268035,26554,53109,58858,23653,22037,30387,12730,21025,14920,4763,181439,53607,18762,16082,2680,9898,5361,10721,10721,8041,5361,2680,26804,5361,2680,2680,86596,"0.3231","0.2700","0.0700",294839,173955,64865,32432,23587,"33.0",1430,529,72,40,241232,219521,"0.8190",968,929,77,678,163,515,"0.7700","395.33",4,704,612,"0.8700",76178,39359,36227,27368,21894,13966,53043,305,195,142,"0.6393","0.7282","95.73","3.75",38081.66500000001,"0.1311",0,"0.3076",0
"FIN-LOC002-202008","LOC002","Westside Smile Center","2020-08-01",2020,8,"2020-08",213853,20719,43574,57671,16404,14354,19437,10146,16746,10359,4443,153083,42771,12831,12831,2139,9800,4277,8554,12831,8554,8554,2139,14970,6416,2139,4277,60770,"0.2842","0.2600","0.0700",299394,164667,68861,32933,26945,"42.0",1141,377,34,25,192468,182844,"0.8550",922,904,18,645,129,516,"0.7800","331.56",4,704,605,"0.8600",68277,31371,22882,20299,16075,11072,43878,297,205,170,"0.6902","0.8293","76.38","2.50",29761.315000000002,"-0.2021",0,"-0.2982",0
"FIN-LOC002-202009","LOC002","Westside Smile Center","2020-09-01",2020,9,"2020-09",247519,23667,50355,60426,21955,18682,23919,12085,19739,11959,4733,177916,49504,22277,12376,4950,9604,4950,12376,14851,4950,7426,2475,19802,4950,2475,4950,69603,"0.2812","0.2900","0.0700",346527,221777,83166,34653,24257,"42.0",1320,528,53,26,222767,196035,"0.7920",1006,956,60,704,141,563,"0.8100","351.59",4,704,514,"0.7300",68568,44413,29920,24155,19947,13765,46751,225,140,102,"0.6222","0.7286","88.40","2.50",18119.04800000001,"0.1574",0,"0.1454",0
"FIN-LOC002-202010","LOC002","Westside Smile Center","2020-10-01",2020,10,"2020-10",231491,19861,48497,57157,17182,18429,23325,13163,19029,9815,5034,160368,46298,16204,13889,2315,9898,4630,11575,9260,6945,9260,2315,18519,2315,2315,4630,71123,"0.3072","0.2700","0.0700",300938,186582,69216,33103,27084,"39.0",1235,371,62,35,208342,197925,"0.8550",785,754,24,550,121,429,"0.8000","420.89",4,704,605,"0.8600",75686,31025,27002,25001,20729,12046,40002,275,212,161,"0.7709","0.7594","82.68","3.75",37556.80499999999,"-0.0648",0,"0.0218",0
"FIN-LOC002-202011","LOC002","Westside Smile Center","2020-11-01",2020,11,"2020-11",259309,26937,52225,60471,22209,16547,28036,15118,19131,13468,5167,181140,57048,15559,20745,5186,9996,2593,10372,15559,7779,7779,2593,15559,5186,2593,2593,78169,"0.3015","0.2800","0.1000",354389,219721,74422,38983,28351,"41.0",1383,415,41,30,233378,217042,"0.8370",1123,1067,79,786,173,613,"0.8100","329.91",4,704,627,"0.8900",81427,37321,33174,24629,19301,12692,50766,330,211,184,"0.6394","0.8720","92.61","2.50",35901.63300000003,"0.1202",0,"0.0991",0
"FIN-LOC002-202012","LOC002","Westside Smile Center","2020-12-01",2020,12,"2020-12",219831,20587,43775,49302,18724,16838,24272,11377,19071,11377,4508,150493,43966,17586,13190,4397,9800,4397,10992,10992,6595,4397,2198,13190,4397,2198,2198,69338,"0.3154","0.2800","0.0800",219831,140692,46165,21983,13190,"30.0",1172,445,47,27,197848,178063,"0.8100",817,760,41,572,114,458,"0.8500","384.32",4,704,556,"0.7900",64131,28099,28033,23140,15162,11901,49366,212,167,135,"0.7877","0.8084","78.51","3.00",27570.109999999986,"-0.1522",0,"-0.1130",0
"FIN-LOC002-202101","LOC002","Westside Smile Center","2021-01-01",2021,1,"2021-01",239329,25252,47697,59622,19640,14239,26654,11574,19640,10054,4957,158284,45473,14360,14360,4787,9898,4787,7180,14360,7180,4787,2393,16753,2393,2393,7180,81045,"0.3386","0.2500","0.0800",239329,143597,57439,21540,19146,"30.0",1276,472,26,36,215396,208934,"0.8730",1036,1005,31,725,138,587,"0.8300","330.11",4,704,563,"0.8000",79736,31090,31016,23165,19702,10729,43891,326,251,203,"0.7699","0.8088","85.47","2.50",50650.217000000004,"0.0887","0.1479","0.1688","0.3289"
"FIN-LOC002-202102","LOC002","Westside Smile Center","2021-02-01",2021,2,"2021-02",235994,21856,45745,55275,19721,16900,23635,12961,22974,11436,5489,170376,47199,18880,14160,4720,9898,4720,9440,9440,4720,7080,2360,23599,7080,2360,4720,65618,"0.2780","0.2800","0.0800",283193,164252,70798,28319,28319,"36.0",1259,428,38,37,212395,195403,"0.8280",811,787,49,568,114,454,"0.7600","415.48",4,704,521,"0.7400",71240,33127,31061,25884,18047,12942,43694,227,175,138,"0.7709","0.7886","84.28","3.75",25027.032000000007,"-0.0139","0.0748","-0.1904","0.0103"
"FIN-LOC002-202103","LOC002","Westside Smile Center","2021-03-01",2021,3,"2021-03",276050,28576,54378,70746,20419,21363,23860,14149,23083,13317,6159,191801,52450,19324,19324,5521,9604,5521,13803,11042,8282,11042,2761,16563,5521,2761,8282,84249,"0.3052","0.2600","0.0900",404873,230778,80975,44536,24292,"44.0",1472,559,44,36,248445,221116,"0.8010",972,914,29,680,129,551,"0.8300","405.96",4,704,570,"0.8100",84872,43660,34928,28835,20239,15097,48420,333,203,173,"0.6096","0.8522","98.59","3.75",29315.050000000017,"0.1697","0.1074","0.2839","0.1659"
"FIN-LOC002-202104","LOC002","Westside Smile Center","2021-04-01",2021,4,"2021-04",299722,35115,62772,68366,23617,18925,33561,16159,22126,13362,5718,201525,53950,17983,20981,5994,9702,2997,8992,14986,8992,11989,2997,20981,8992,2997,8992,98197,"0.3276","0.2400","0.0900",319703,179034,70335,35167,28773,"32.0",1599,608,64,37,269750,261657,"0.8730",1315,1210,79,920,147,773,"0.8700","325.78",4,704,542,"0.7700",87685,45171,39325,26571,21257,12990,66723,322,203,148,"0.6304","0.7291","107.04","3.00",60132.30599999998,"0.0858","0.0591","0.1656","0.2633"
"FIN-LOC002-202105","LOC002","Westside Smile Center","2021-05-01",2021,5,"2021-05",275729,29832,49542,75245,20669,17340,26103,15182,21734,14649,5434,186266,55146,19301,13786,5515,9800,8272,11029,8272,11029,5515,2757,22058,8272,2757,2757,89463,"0.3245","0.2700","0.0700",303302,178948,66726,33363,30330,"33.0",1471,544,59,30,248156,223340,"0.8100",938,919,28,657,131,526,"0.8700","419.68",4,704,598,"0.8500",82179,37666,32187,25396,21686,12698,63917,269,213,158,"0.7918","0.7418","98.47","5.00",37074.49000000002,"-0.0801","0.1232","-0.0889","0.2975"
"FIN-LOC002-202106","LOC002","Westside Smile Center","2021-06-01",2021,6,"2021-06",303306,30941,61319,79462,23403,20477,32066,15470,20702,13220,6244,215851,66727,27298,15165,3033,9604,6066,12132,12132,6066,9099,3033,27298,9099,3033,6066,87455,"0.2883","0.3100","0.0600",333637,203519,80073,30027,26691,"33.0",1618,647,49,40,272975,267516,"0.8820",1199,1127,36,839,201,638,"0.7600","361.51",4,704,549,"0.7800",96877,42553,33681,27464,27282,15090,60359,285,177,140,"0.6211","0.7910","108.32","3.75",51664.89199999999,"0.1000","0.2799","-0.0224","0.3206"
"FIN-LOC002-202107","LOC002","Westside Smile Center","2021-07-01",2021,7,"2021-07",267216,27798,54517,66797,19864,21348,24560,13090,19216,14574,5452,183389,56115,21377,18705,5344,9702,5344,8016,13361,5344,8016,2672,18705,2672,2672,5344,83827,"0.3137","0.2900","0.0900",276123,165674,66270,33135,27612,"31.0",1425,442,29,31,240494,235685,"0.8820",1215,1142,49,851,153,698,"0.7500","314.00",4,704,507,"0.7200",81834,40516,27278,26743,24390,15110,51347,366,289,220,"0.7896","0.7612","95.43","3.00",52295.51199999999,"-0.1190","-0.0031","-0.0415","-0.0320"
"FIN-LOC002-202108","LOC002","Westside Smile Center","2021-08-01",2021,8,"2021-08",259851,29699,54582,57525,22689,17418,25418,12174,20976,14181,5191,191799,51970,23387,18190,2599,9898,7796,10394,18190,7796,7796,2599,18190,2599,2599,7796,68052,"0.2619","0.2900","0.0800",389777,237764,85751,38978,35080,"45.0",1386,513,55,40,233866,208141,"0.8010",966,918,77,676,108,568,"0.7600","384.39",4,704,514,"0.7300",83105,41923,27009,25476,22359,11996,47983,297,217,163,"0.7306","0.7512","92.80","2.14",16341.650999999983,"-0.0276","0.2151","-0.1882","0.1198"
"FIN-LOC002-202109","LOC002","Westside Smile Center","2021-09-01",2021,9,"2021-09",247402,23313,49245,56972,20955,20169,28289,12049,19069,11525,5815,160812,44532,14844,14844,2474,9898,4948,7422,14844,7422,7422,2474,19792,4948,2474,2474,86590,"0.3500","0.2400","0.0700",280389,182253,67293,25235,16823,"34.0",1319,514,40,31,222662,213755,"0.8640",1119,1052,45,783,149,634,"0.7900","315.97",4,704,521,"0.7400",64059,37920,31514,27244,21991,10677,53996,321,215,172,"0.6698","0.8000","88.36","2.50",52943.32800000001,"-0.0479","-0.0005","0.2724","0.2441"
"FIN-LOC002-202110","LOC002","Westside Smile Center","2021-10-01",2021,10,"2021-10",278299,27406,63062,65567,20274,18565,25932,16650,22867,12671,5304,190793,52877,25047,16698,5566,9898,5566,8349,16698,8349,8349,2783,22264,2783,2783,2783,87506,"0.3144","0.2800","0.0800",315406,192398,69389,34695,18924,"34.0",1484,564,74,28,250469,225422,"0.8100",1300,1261,39,910,209,701,"0.8200","305.82",4,704,535,"0.7600",84272,44742,30929,31276,22936,13176,50968,337,206,159,"0.6113","0.7718","99.39","2.50",34629.19,"0.1249","0.2022","0.0106","0.2303"
