Operations_ID,Location_ID,Location_Name,Date,Year,Month,Day_of_Week,Is_Holiday,Is_Weekend,Appointment_Capacity,Scheduled_Appointments,Actual_Appointments,Chair_Utilization,Target_Chair_Utilization,Cancellation_Count,Cancellation_Rate,No_Show_Count,No_Show_Rate,Avg_Wait_Time,Total_Patients_Seen,New_Patient_Count,Returning_Patient_Count,Target_New_Patients,Total_Labor_Hours,Total_Labor_Cost,Staff_Count,Dentist_Count,Hygienist_Count,Assistant_Count,Admin_Count,Equipment_Count,Avg_Equipment_Utilization,Active_Treatment_Plans,Completed_Treatment_Plans,Treatment_Plan_Completion_Rate,Treatment_Plans_Not_Started,Treatment_Plans_In_Progress,Treatment_Plans_Completed,Treatment_Plans_Delayed,Insurance_Claims_Submitted,Insurance_Claims_Processed,Insurance_Claims_Paid,Insurance_Claims_Denied,Insurance_Denial_Rate,Avg_Days_To_Payment,Claims_Aging_0_30,Claims_Aging_31_60,Claims_Aging_61_90,Claims_Aging_90_Plus,Target_Collection_Rate,Actual_Collection_Rate,Revenue_Per_Hour,Revenue_Per_Chair,Revenue_Per_Patient,Labor_Cost_Percentage,Supply_Cost_Percentage,Overhead_Percentage
"OP-LOC003-20201114","LOC003","East Valley Dental Care","2020-11-14",2020,11,"Saturday",false,true,4,5,4,"0.77","0.80",0,"0.08",0,"0.04",25,4,1,3,1,"38.5",2208,9,2,2,3,2,6,"0.40",2,1,"0.64",0,1,1,0,3,3,3,0,"0.00",28.5,2,1,0,0,"0.88","0.88",1270,2087,314,"0.32","0.15","0.41"
"OP-LOC001-20201116","LOC001","Downtown Dental","2020-11-16",2020,11,"Monday",false,false,46,47,43,"0.87","0.85",2,"0.05",2,"0.04",5,43,9,34,1.5,"104.2",6206,14,3,3,5,3,12,"0.52",17,12,"0.68",2,12,12,3,34,37,35,2,"0.05",25.5,20,9,3,2,"0.92","0.84",1350,2338,267,"0.29","0.12","0.36"
"OP-LOC002-20201116","LOC002","Westside Smile Center","2020-11-16",2020,11,"Monday",false,false,33,34,31,"0.72","0.82",2,"0.06",1,"0.04",18,31,4,27,1.25,"62.7",3696,9,2,2,3,2,9,"0.56",12,8,"0.64",1,8,8,2,25,24,21,1,"0.04",28.5,15,6,3,1,"0.90","0.92",1406,2247,304,"0.28","0.15","0.40"
"OP-LOC003-20201116","LOC003","East Valley Dental Care","2020-11-16",2020,11,"Monday",false,false,21,23,20,"0.75","0.80",1,"0.06",2,"0.07",24,20,3,17,1,"67.8",3816,9,2,2,3,2,6,"0.73",8,5,"0.67",1,6,5,2,16,15,13,0,"0.00",28.5,10,4,2,1,"0.88","0.84",968,2177,309,"0.31","0.13","0.41"
"OP-LOC001-20201117","LOC001","Downtown Dental","2020-11-17",2020,11,"Tuesday",false,false,47,44,40,"0.86","0.85",2,"0.05",1,"0.03",14,40,6,34,1.5,"106.8",6543,14,3,3,5,3,12,"0.56",16,10,"0.65",2,11,10,3,32,29,25,2,"0.07",27.5,19,8,3,2,"0.92","0.87",1290,2455,337,"0.31","0.15","0.38"
"OP-LOC002-20201117","LOC002","Westside Smile Center","2020-11-17",2020,11,"Tuesday",false,false,33,36,32,"0.79","0.82",2,"0.06",2,"0.05",18,32,6,26,1.25,"65.1",3866,9,2,2,3,2,9,"0.59",13,9,"0.66",1,9,9,3,26,25,23,1,"0.04",30.5,16,7,3,1,"0.90","0.87",1095,2266,291,"0.29","0.14","0.36"
"OP-LOC003-20201117","LOC003","East Valley Dental Care","2020-11-17",2020,11,"Tuesday",false,false,22,24,21,"0.79","0.80",2,"0.06",1,"0.06",7,21,4,17,1,"66.6",3759,9,2,2,3,2,6,"0.75",8,5,"0.63",1,6,5,2,17,18,17,1,"0.06",27.5,10,4,2,1,"0.88","0.78",1116,2374,341,"0.28","0.13","0.39"
"OP-LOC001-20201118","LOC001","Downtown Dental","2020-11-18",2020,11,"Wednesday",false,false,46,46,42,"0.83","0.85",2,"0.05",2,"0.04",14,42,7,35,1.5,"104.2",6248,14,3,3,5,3,12,"0.54",17,11,"0.67",2,12,11,3,34,34,32,2,"0.06",27.5,20,9,3,2,"0.92","0.86",1320,1865,355,"0.31","0.15","0.37"
"OP-LOC002-20201118","LOC002","Westside Smile Center","2020-11-18",2020,11,"Wednesday",false,false,31,33,29,"0.79","0.82",2,"0.06",2,"0.06",12,29,3,26,1.25,"68.5",3858,9,2,2,3,2,9,"0.51",12,8,"0.68",1,8,8,2,23,22,20,1,"0.05",27.5,14,6,2,1,"0.90","0.95",1212,2030,331,"0.28","0.13","0.40"
"OP-LOC003-20201118","LOC003","East Valley Dental Care","2020-11-18",2020,11,"Wednesday",false,false,22,22,19,"0.85","0.80",1,"0.07",1,"0.06",11,19,3,16,1,"67.3",3716,9,2,2,3,2,6,"0.74",8,5,"0.68",1,6,5,2,15,15,13,1,"0.07",27.5,9,4,2,1,"0.88","0.83",1345,2240,358,"0.29","0.13","0.35"
"OP-LOC001-20201119","LOC001","Downtown Dental","2020-11-19",2020,11,"Thursday",false,false,43,40,37,"0.84","0.85",2,"0.04",1,"0.03",21,37,5,32,1.5,"106.0",6333,14,3,3,5,3,12,"0.46",15,11,"0.71",2,11,11,3,30,28,25,2,"0.07",25.5,18,8,3,2,"0.92","0.92",1366,2210,284,"0.28","0.13","0.36"
"OP-LOC002-20201119","LOC002","Westside Smile Center","2020-11-19",2020,11,"Thursday",false,false,33,34,30,"0.79","0.82",2,"0.06",2,"0.05",16,30,6,24,1.25,"70.7",3937,9,2,2,3,2,9,"0.55",12,8,"0.65",1,8,8,2,24,24,21,2,"0.08",30.5,14,6,2,1,"0.90","0.90",1027,2163,277,"0.29","0.15","0.36"
"OP-LOC003-20201119","LOC003","East Valley Dental Care","2020-11-19",2020,11,"Thursday",false,false,21,22,19,"0.83","0.80",2,"0.08",1,"0.05",16,19,3,16,1,"69.1",3664,9,2,2,3,2,6,"0.72",8,5,"0.67",1,6,5,2,15,16,14,1,"0.06",27.5,9,4,2,1,"0.88","0.79",999,2009,364,"0.28","0.16","0.36"
"OP-LOC001-20201120","LOC001","Downtown Dental","2020-11-20",2020,11,"Friday",false,false,33,31,29,"0.78","0.85",1,"0.05",1,"0.03",11,29,5,24,1.5,"109.4",6660,14,3,3,5,3,12,"0.39",12,9,"0.71",1,8,9,2,23,22,19,1,"0.05",26.5,14,6,2,1,"0.92","0.85",1141,2442,286,"0.30","0.14","0.36"
"OP-LOC002-20201120","LOC002","Westside Smile Center","2020-11-20",2020,11,"Friday",false,false,26,25,22,"0.73","0.82",1,"0.05",1,"0.05",21,22,4,18,1.25,"67.5",3890,9,2,2,3,2,9,"0.39",9,6,"0.69",1,6,6,2,18,17,15,1,"0.06",28.5,11,5,2,1,"0.90","0.83",997,2013,282,"0.27","0.14","0.41"
"OP-LOC003-20201120","LOC003","East Valley Dental Care","2020-11-20",2020,11,"Friday",false,false,15,16,14,"0.72","0.80",1,"0.07",1,"0.06",12,14,3,11,1,"70.3",3791,9,2,2,3,2,6,"0.56",6,4,"0.67",1,4,4,1,11,12,11,0,"0.00",27.5,7,3,1,1,"0.88","0.80",1241,2011,320,"0.30","0.15","0.40"
"OP-LOC001-20201121","LOC001","Downtown Dental","2020-11-21",2020,11,"Saturday",false,true,12,12,11,"0.88","0.85",0,"0.04",0,"0.04",17,11,2,9,1.5,"62.1",3834,14,3,3,5,3,12,"0.29",4,3,"0.71",0,3,3,1,9,8,7,0,"0.00",27.5,5,2,1,0,"0.92","0.94",1456,1969,280,"0.31","0.14","0.38"
"OP-LOC002-20201121","LOC002","Westside Smile Center","2020-11-21",2020,11,"Saturday",false,true,7,7,6,"0.72","0.82",0,"0.06",0,"0.05",5,6,1,5,1.25,"39.9",2289,9,2,2,3,2,9,"0.21",2,1,"0.69",0,1,1,0,5,5,4,0,"0.00",28.5,3,1,1,0,"0.90","0.82",1216,1944,269,"0.28","0.15","0.39"
"OP-LOC003-20201121","LOC003","East Valley Dental Care","2020-11-21",2020,11,"Saturday",false,true,4,3,3,"0.79","0.80",0,"0.07",0,"0.07",5,3,0,3,1,"38.6",2140,9,2,2,3,2,6,"0.26",1,1,"0.73",0,1,1,0,2,2,2,0,"0.00",25.5,1,1,0,0,"0.88","0.88",1398,2145,341,"0.30","0.13","0.39"
"OP-LOC001-20201123","LOC001","Downtown Dental","2020-11-23",2020,11,"Monday",false,false,46,50,45,"0.86","0.85",3,"0.05",2,"0.05",6,45,8,37,1.5,"104.8",6435,14,3,3,5,3,12,"0.58",18,12,"0.69",2,13,12,4,36,34,32,2,"0.06",27.5,22,9,4,2,"0.92","0.93",1025,2166,295,"0.28","0.13","0.41"
"OP-LOC002-20201123","LOC002","Westside Smile Center","2020-11-23",2020,11,"Monday",false,false,33,34,30,"0.86","0.82",2,"0.06",2,"0.06",9,30,3,27,1.25,"68.5",3868,9,2,2,3,2,9,"0.55",12,8,"0.66",1,8,8,2,24,25,23,1,"0.04",28.5,14,6,2,1,"0.90","0.83",1305,1916,360,"0.30","0.13","0.36"
"OP-LOC003-20201123","LOC003","East Valley Dental Care","2020-11-23",2020,11,"Monday",false,false,20,22,19,"0.76","0.80",1,"0.06",1,"0.07",9,19,3,16,1,"67.2",3653,9,2,2,3,2,6,"0.72",8,5,"0.64",1,6,5,2,15,15,14,1,"0.07",27.5,9,4,2,1,"0.88","0.92",1436,2023,280,"0.31","0.15","0.39"
"OP-LOC001-20201124","LOC001","Downtown Dental","2020-11-24",2020,11,"Tuesday",false,false,52,48,44,"0.90","0.85",2,"0.05",2,"0.04",24,44,5,39,1.5,"107.5",6555,14,3,3,5,3,12,"0.55",18,12,"0.68",2,13,12,4,35,32,29,2,"0.06",27.5,21,9,4,2,"0.92","0.86",1401,2514,338,"0.33","0.13","0.35"
"OP-LOC002-20201124","LOC002","Westside Smile Center","2020-11-24",2020,11,"Tuesday",false,false,34,33,29,"0.85","0.82",2,"0.06",2,"0.05",10,29,4,25,1.25,"72.4",4227,9,2,2,3,2,9,"0.53",12,8,"0.70",1,8,8,2,23,23,21,2,"0.09",27.5,14,6,2,1,"0.90","0.84",1377,2429,305,"0.29","0.12","0.38"
"OP-LOC003-20201124","LOC003","East Valley Dental Care","2020-11-24",2020,11,"Tuesday",false,false,21,21,18,"0.81","0.80",1,"0.06",1,"0.07",12,18,3,15,1,"67.3",3631,9,2,2,3,2,6,"0.71",7,5,"0.64",1,5,5,1,14,15,13,0,"0.00",29.5,8,4,1,1,"0.88","0.87",985,2295,328,"0.33","0.12","0.37"
"OP-LOC001-20201125","LOC001","Downtown Dental","2020-11-25",2020,11,"Wednesday",false,false,47,51,46,"0.81","0.85",3,"0.06",2,"0.04",24,46,7,39,1.5,"107.6",6559,14,3,3,5,3,12,"0.59",18,13,"0.73",2,13,13,4,37,35,31,1,"0.03",25.5,22,9,4,2,"0.92","0.88",1015,2379,324,"0.32","0.14","0.37"
"OP-LOC002-20201125","LOC002","Westside Smile Center","2020-11-25",2020,11,"Wednesday",false,false,34,37,33,"0.74","0.82",2,"0.06",1,"0.04",22,33,4,29,1.25,"67.4",3845,9,2,2,3,2,9,"0.57",13,9,"0.70",1,9,9,3,26,27,25,2,"0.07",26.5,16,7,3,1,"0.90","0.88",978,2331,267,"0.28","0.14","0.41"
"OP-LOC003-20201125","LOC003","East Valley Dental Care","2020-11-25",2020,11,"Wednesday",false,false,21,20,18,"0.78","0.80",1,"0.06",1,"0.05",25,18,3,15,1,"70.9",3907,9,2,2,3,2,6,"0.71",7,5,"0.64",1,5,5,1,14,14,13,1,"0.07",26.5,8,4,1,1,"0.88","0.84",1083,2217,362,"0.29","0.14","0.36"
"OP-LOC001-20201127","LOC001","Downtown Dental","2020-11-27",2020,11,"Friday",false,false,38,40,36,"0.89","0.85",2,"0.05",2,"0.04",21,36,5,31,1.5,"107.1",6398,14,3,3,5,3,12,"0.49",14,9,"0.65",1,10,9,3,29,28,25,2,"0.07",29.5,17,7,3,1,"0.92","0.90",1150,2351,315,"0.31","0.12","0.41"
"OP-LOC002-20201127","LOC002","Westside Smile Center","2020-11-27",2020,11,"Friday",false,false,23,23,20,"0.84","0.82",1,"0.06",1,"0.06",20,20,2,18,1.25,"67.4",3731,9,2,2,3,2,9,"0.38",8,5,"0.68",1,6,5,2,16,16,15,1,"0.06",25.5,10,4,2,1,"0.90","0.86",1373,2282,347,"0.29","0.13","0.35"
"OP-LOC003-20201127","LOC003","East Valley Dental Care","2020-11-27",2020,11,"Friday",false,false,16,16,14,"0.74","0.80",1,"0.06",1,"0.06",8,14,2,12,1,"72.1",4076,9,2,2,3,2,6,"0.54",6,4,"0.67",1,4,4,1,11,12,10,0,"0.00",29.5,7,3,1,1,"0.88","0.90",1272,2475,300,"0.28","0.15","0.37"
"OP-LOC001-20201128","LOC001","Downtown Dental","2020-11-28",2020,11,"Saturday",false,true,11,11,10,"0.80","0.85",1,"0.06",1,"0.05",14,10,1,9,1.5,"60.0",3687,14,3,3,5,3,12,"0.26",4,3,"0.67",0,3,3,1,8,9,8,1,"0.11",28.5,5,2,1,0,"0.92","0.82",1326,2048,278,"0.27","0.12","0.42"
"OP-LOC002-20201128","LOC002","Westside Smile Center","2020-11-28",2020,11,"Saturday",false,true,8,8,7,"0.83","0.82",0,"0.05",0,"0.06",22,7,1,6,1.25,"40.5",2428,9,2,2,3,2,9,"0.24",3,2,"0.66",0,2,2,1,6,6,5,0,"0.00",28.5,4,2,1,0,"0.90","0.82",1013,2009,294,"0.31","0.12","0.36"
"OP-LOC003-20201128","LOC003","East Valley Dental Care","2020-11-28",2020,11,"Saturday",false,true,4,5,4,"0.81","0.80",0,"0.08",0,"0.06",12,4,1,3,1,"41.4",2377,9,2,2,3,2,6,"0.34",2,1,"0.66",0,1,1,0,3,3,3,0,"0.00",29.5,2,1,0,0,"0.88","0.85",1103,1942,318,"0.28","0.14","0.38"
"OP-LOC001-20201130","LOC001","Downtown Dental","2020-11-30",2020,11,"Monday",false,false,45,46,41,"0.85","0.85",3,"0.06",2,"0.04",17,41,7,34,1.5,"106.9",6411,14,3,3,5,3,12,"0.47",16,11,"0.69",2,11,11,3,33,32,30,1,"0.03",28.5,20,8,3,2,"0.92","0.95",1451,2150,361,"0.29","0.16","0.37"
"OP-LOC002-20201130","LOC002","Westside Smile Center","2020-11-30",2020,11,"Monday",false,false,31,32,28,"0.73","0.82",2,"0.07",1,"0.04",5,28,4,24,1.25,"67.2",3653,9,2,2,3,2,9,"0.52",11,8,"0.70",1,8,8,2,22,24,21,2,"0.08",25.5,13,6,2,1,"0.90","0.82",1341,2173,351,"0.32","0.14","0.39"
"OP-LOC003-20201130","LOC003","East Valley Dental Care","2020-11-30",2020,11,"Monday",false,false,21,23,20,"0.71","0.80",1,"0.06",1,"0.05",12,20,2,18,1,"67.3",3776,9,2,2,3,2,6,"0.75",8,6,"0.71",1,6,6,2,16,17,15,1,"0.06",30.5,10,4,2,1,"0.88","0.85",1000,2235,298,"0.28","0.13","0.41"
"OP-LOC001-20201201","LOC001","Downtown Dental","2020-12-01",2020,12,"Tuesday",false,false,46,48,44,"0.76","0.85",2,"0.05",1,"0.03",8,44,8,36,1.5,"104.8",6357,14,3,3,5,3,12,"0.56",18,13,"0.70",2,13,13,4,35,34,32,2,"0.06",30.25,21,9,4,2,"0.92","0.92",1117,2096,282,"0.32","0.15","0.36"
"OP-LOC002-20201201","LOC002","Westside Smile Center","2020-12-01",2020,12,"Tuesday",false,false,29,29,26,"0.74","0.82",2,"0.06",1,"0.04",6,26,4,22,1.25,"72.1",4120,9,2,2,3,2,9,"0.44",10,7,"0.67",1,7,7,2,21,20,19,0,"0.00",26.25,13,5,2,1,"0.90","0.83",1128,2019,314,"0.32","0.14","0.39"
"OP-LOC003-20201201","LOC003","East Valley Dental Care","2020-12-01",2020,12,"Tuesday",false,false,20,21,18,"0.84","0.80",1,"0.06",2,"0.07",12,18,3,15,1,"69.1",3839,9,2,2,3,2,6,"0.73",7,5,"0.70",1,5,5,1,14,13,12,1,"0.08",29.25,8,4,1,1,"0.88","0.90",1166,2051,340,"0.29","0.16","0.40"
"OP-LOC001-20201202","LOC001","Downtown Dental","2020-12-02",2020,12,"Wednesday",false,false,41,44,40,"0.88","0.85",3,"0.06",1,"0.03",13,40,7,33,1.5,"109.7",6547,14,3,3,5,3,12,"0.49",16,11,"0.69",2,11,11,3,32,29,25,1,"0.03",26.25,19,8,3,2,"0.92","0.85",1386,1921,270,"0.29","0.14","0.38"
"OP-LOC002-20201202","LOC002","Westside Smile Center","2020-12-02",2020,12,"Wednesday",false,false,28,30,27,"0.77","0.82",1,"0.05",1,"0.04",22,27,5,22,1.25,"63.6",3536,9,2,2,3,2,9,"0.52",11,8,"0.73",1,8,8,2,22,20,18,1,"0.05",26.25,13,6,2,1,"0.90","0.94",1025,2049,262,"0.33","0.15","0.37"
"OP-LOC003-20201202","LOC003","East Valley Dental Care","2020-12-02",2020,12,"Wednesday",false,false,19,19,17,"0.76","0.80",1,"0.07",1,"0.05",23,17,2,15,1,"68.0",3782,9,2,2,3,2,6,"0.65",7,5,"0.66",1,5,5,1,14,15,13,1,"0.07",29.25,8,4,1,1,"0.88","0.89",1084,2427,270,"0.29","0.13","0.41"
"OP-LOC001-20201203","LOC001","Downtown Dental","2020-12-03",2020,12,"Thursday",false,false,39,41,37,"0.76","0.85",2,"0.05",2,"0.04",22,37,6,31,1.5,"105.1",6334,14,3,3,5,3,12,"0.44",15,11,"0.73",2,11,11,3,30,30,27,2,"0.07",27.25,18,8,3,2,"0.92","0.85",1236,2382,325,"0.32","0.15","0.40"
"OP-LOC002-20201203","LOC002","Westside Smile Center","2020-12-03",2020,12,"Thursday",false,false,29,28,25,"0.81","0.82",2,"0.07",1,"0.05",18,25,3,22,1.25,"63.6",3631,9,2,2,3,2,9,"0.47",10,7,"0.72",1,7,7,2,20,21,18,0,"0.00",29.25,12,5,2,1,"0.90","0.81",1009,2178,338,"0.32","0.13","0.36"
"OP-LOC003-20201203","LOC003","East Valley Dental Care","2020-12-03",2020,12,"Thursday",false,false,16,16,14,"0.75","0.80",1,"0.08",1,"0.06",16,14,3,11,1,"70.7",3880,9,2,2,3,2,6,"0.57",6,4,"0.70",1,4,4,1,11,11,10,1,"0.09",30.25,7,3,1,1,"0.88","0.85",1036,2350,264,"0.28","0.15","0.40"
"OP-LOC001-20201204","LOC001","Downtown Dental","2020-12-04",2020,12,"Friday",false,false,34,35,32,"0.78","0.85",2,"0.05",1,"0.03",22,32,5,27,1.5,"112.4",6803,14,3,3,5,3,12,"0.40",13,9,"0.67",1,9,9,3,26,26,24,2,"0.08",25.25,16,7,3,1,"0.92","0.86",1379,2189,292,"0.32","0.13","0.41"
"OP-LOC002-20201204","LOC002","Westside Smile Center","2020-12-04",2020,12,"Friday",false,false,20,21,19,"0.83","0.82",1,"0.07",1,"0.04",14,19,3,16,1.25,"67.2",3580,9,2,2,3,2,9,"0.34",8,5,"0.67",1,6,5,2,15,14,12,1,"0.07",27.25,9,4,2,1,"0.90","0.85",1294,2168,356,"0.29","0.13","0.39"
"OP-LOC003-20201204","LOC003","East Valley Dental Care","2020-12-04",2020,12,"Friday",false,false,14,14,12,"0.79","0.80",1,"0.07",1,"0.06",12,12,1,11,1,"67.1",3739,9,2,2,3,2,6,"0.48",5,3,"0.68",1,4,3,1,10,10,9,0,"0.00",29.25,6,3,1,1,"0.88","0.81",1011,2399,299,"0.29","0.13","0.38"
"OP-LOC001-20201205","LOC001","Downtown Dental","2020-12-05",2020,12,"Saturday",false,true,8,9,8,"0.87","0.85",0,"0.05",0,"0.05",7,8,2,6,1.5,"59.8",3668,14,3,3,5,3,12,"0.20",3,2,"0.64",0,2,2,1,6,6,6,0,"0.00",27.25,4,2,1,0,"0.92","0.88",1326,2131,264,"0.30","0.15","0.41"
"OP-LOC002-20201205","LOC002","Westside Smile Center","2020-12-05",2020,12,"Saturday",false,true,8,8,7,"0.77","0.82",1,"0.07",0,"0.04",12,7,1,6,1.25,"38.9",2237,9,2,2,3,2,9,"0.27",3,2,"0.71",0,2,2,1,6,6,5,0,"0.00",25.25,4,2,1,0,"0.90","0.82",1392,2168,308,"0.32","0.15","0.36"
"OP-LOC003-20201205","LOC003","East Valley Dental Care","2020-12-05",2020,12,"Saturday",false,true,4,3,3,"0.70","0.80",0,"0.06",0,"0.07",9,3,0,3,1,"37.6",2167,9,2,2,3,2,6,"0.27",1,1,"0.68",0,1,1,0,2,2,2,0,"0.00",30.25,1,1,0,0,"0.88","0.89",1209,2116,360,"0.29","0.14","0.38"
"OP-LOC001-20201207","LOC001","Downtown Dental","2020-12-07",2020,12,"Monday",false,false,43,44,39,"0.89","0.85",3,"0.06",2,"0.05",10,39,5,34,1.5,"103.9",6334,14,3,3,5,3,12,"0.52",16,12,"0.73",2,11,12,3,31,31,27,2,"0.06",27.25,19,8,3,2,"0.92","0.87",1409,1945,280,"0.29","0.15","0.36"
"OP-LOC002-20201207","LOC002","Westside Smile Center","2020-12-07",2020,12,"Monday",false,false,29,28,25,"0.79","0.82",2,"0.07",1,"0.05",23,25,4,21,1.25,"70.9",4008,9,2,2,3,2,9,"0.45",10,6,"0.65",1,7,6,2,20,21,18,1,"0.05",30.25,12,5,2,1,"0.90","0.88",1293,2060,275,"0.31","0.14","0.39"
"OP-LOC003-20201207","LOC003","East Valley Dental Care","2020-12-07",2020,12,"Monday",false,false,18,21,18,"0.79","0.80",2,"0.08",1,"0.04",13,18,3,15,1,"68.5",3751,9,2,2,3,2,6,"0.70",7,5,"0.73",1,5,5,1,14,14,12,1,"0.07",28.25,8,4,1,1,"0.88","0.81",1034,2026,276,"0.32","0.15","0.38"
"OP-LOC001-20201208","LOC001","Downtown Dental","2020-12-08",2020,12,"Tuesday",false,false,43,43,39,"0.83","0.85",3,"0.06",2,"0.04",12,39,5,34,1.5,"106.5",6342,14,3,3,5,3,12,"0.52",16,11,"0.68",2,11,11,3,31,30,28,1,"0.03",29.25,19,8,3,2,"0.92","0.83",1336,2151,352,"0.31","0.15","0.39"
"OP-LOC002-20201208","LOC002","Westside Smile Center","2020-12-08",2020,12,"Tuesday",false,false,33,34,30,"0.80","0.82",2,"0.06",2,"0.05",22,30,6,24,1.25,"71.0",4002,9,2,2,3,2,9,"0.56",12,8,"0.70",1,8,8,2,24,25,23,1,"0.04",27.25,14,6,2,1,"0.90","0.80",1349,2010,302,"0.33","0.16","0.37"
"OP-LOC003-20201208","LOC003","East Valley Dental Care","2020-12-08",2020,12,"Tuesday",false,false,19,19,17,"0.72","0.80",1,"0.07",1,"0.04",10,17,3,14,1,"67.9",3796,9,2,2,3,2,6,"0.68",7,5,"0.65",1,5,5,1,14,15,14,1,"0.07",25.25,8,4,1,1,"0.88","0.90",1308,2082,297,"0.30","0.13","0.36"
"OP-LOC001-20201209","LOC001","Downtown Dental","2020-12-09",2020,12,"Wednesday",false,false,44,46,42,"0.82","0.85",2,"0.04",2,"0.04",5,42,6,36,1.5,"109.3",6356,14,3,3,5,3,12,"0.55",17,11,"0.65",2,12,11,3,34,33,28,1,"0.03",28.25,20,9,3,2,"0.92","0.96",1197,2264,347,"0.27","0.12","0.37"
"OP-LOC002-20201209","LOC002","Westside Smile Center","2020-12-09",2020,12,"Wednesday",false,false,32,32,29,"0.79","0.82",2,"0.06",1,"0.04",18,29,4,25,1.25,"69.4",3990,9,2,2,3,2,9,"0.58",12,8,"0.68",1,8,8,2,23,25,22,2,"0.08",28.25,14,6,2,1,"0.90","0.87",1294,2170,289,"0.30","0.16","0.41"
"OP-LOC003-20201209","LOC003","East Valley Dental Care","2020-12-09",2020,12,"Wednesday",false,false,21,23,20,"0.73","0.80",1,"0.06",1,"0.05",23,20,3,17,1,"69.6",4026,9,2,2,3,2,6,"0.73",8,5,"0.68",1,6,5,2,16,16,14,0,"0.00",26.25,10,4,2,1,"0.88","0.86",1089,2072,365,"0.32","0.15","0.40"
"OP-LOC001-20201210","LOC001","Downtown Dental","2020-12-10",2020,12,"Thursday",false,false,34,34,31,"0.83","0.85",2,"0.05",1,"0.03",14,31,4,27,1.5,"109.8",6397,14,3,3,5,3,12,"0.38",12,9,"0.74",1,8,9,2,25,23,20,2,"0.09",25.25,15,6,3,1,"0.92","0.92",1331,2241,318,"0.28","0.15","0.40"
"OP-LOC002-20201210","LOC002","Westside Smile Center","2020-12-10",2020,12,"Thursday",false,false,25,27,24,"0.73","0.82",2,"0.07",1,"0.04",23,24,2,22,1.25,"69.6",3872,9,2,2,3,2,9,"0.42",10,7,"0.72",1,7,7,2,19,20,17,0,"0.00",30.25,11,5,2,1,"0.90","0.91",942,1892,294,"0.32","0.13","0.38"
"OP-LOC003-20201210","LOC003","East Valley Dental Care","2020-12-10",2020,12,"Thursday",false,false,18,19,17,"0.85","0.80",1,"0.06",1,"0.06",5,17,3,14,1,"70.7",3874,9,2,2,3,2,6,"0.65",7,5,"0.67",1,5,5,1,14,13,11,1,"0.08",30.25,8,4,1,1,"0.88","0.84",1405,1926,314,"0.30","0.16","0.39"
"OP-LOC001-20201211","LOC001","Downtown Dental","2020-12-11",2020,12,"Friday",false,false,30,31,28,"0.85","0.85",2,"0.05",1,"0.04",21,28,5,23,1.5,"104.8",6400,14,3,3,5,3,12,"0.39",11,8,"0.70",1,8,8,2,22,24,20,2,"0.08",29.25,13,6,2,1,"0.92","0.86",979,2410,270,"0.30","0.13","0.38"
"OP-LOC002-20201211","LOC002","Westside Smile Center","2020-12-11",2020,12,"Friday",false,false,22,23,21,"0.83","0.82",1,"0.06",1,"0.04",23,21,3,18,1.25,"68.7",3922,9,2,2,3,2,9,"0.37",8,6,"0.72",1,6,6,2,17,18,17,1,"0.06",26.25,10,4,2,1,"0.90","0.87",1194,2072,354,"0.28","0.12","0.37"
"OP-LOC003-20201211","LOC003","East Valley Dental Care","2020-12-11",2020,12,"Friday",false,false,14,16,14,"0.71","0.80",1,"0.06",1,"0.05",25,14,2,12,1,"68.5",3949,9,2,2,3,2,6,"0.58",6,4,"0.69",1,4,4,1,11,11,10,0,"0.00",30.25,7,3,1,1,"0.88","0.86",1071,2235,319,"0.30","0.13","0.40"
"OP-LOC001-20201212","LOC001","Downtown Dental","2020-12-12",2020,12,"Saturday",false,true,8,8,7,"0.85","0.85",0,"0.05",0,"0.03",6,7,1,6,1.5,"62.1",3920,14,3,3,5,3,12,"0.18",3,2,"0.74",0,2,2,1,6,6,5,0,"0.00",25.25,4,2,1,0,"0.92","0.91",1413,2191,325,"0.33","0.13","0.40"
"OP-LOC002-20201212","LOC002","Westside Smile Center","2020-12-12",2020,12,"Saturday",false,true,6,7,6,"0.81","0.82",0,"0.06",0,"0.06",15,6,1,5,1.25,"39.6",2383,9,2,2,3,2,9,"0.21",2,1,"0.64",0,1,1,0,5,5,4,0,"0.00",27.25,3,1,1,0,"0.90","0.88",1396,2156,290,"0.29","0.14","0.41"
"OP-LOC003-20201212","LOC003","East Valley Dental Care","2020-12-12",2020,12,"Saturday",false,true,4,3,3,"0.76","0.80",0,"0.06",0,"0.07",13,3,1,2,1,"38.3",2237,9,2,2,3,2,6,"0.27",1,1,"0.66",0,1,1,0,2,2,2,0,"0.00",30.25,1,1,0,0,"0.88","0.90",1245,2388,361,"0.28","0.14","0.40"
"OP-LOC001-20201214","LOC001","Downtown Dental","2020-12-14",2020,12,"Monday",false,false,38,39,35,"0.76","0.85",2,"0.05",2,"0.05",23,35,5,30,1.5,"103.5",6083,14,3,3,5,3,12,"0.46",14,9,"0.67",1,10,9,3,28,29,26,2,"0.07",26.25,17,7,3,1,"0.92","0.95",1395,1987,306,"0.30","0.12","0.38"
